genome,group,pos
GCA_015560015.fna,Clade2,2942767
GCA_015560015.fna,Clade2,2942862
GCA_015560015.fna,Clade2,2943112
GCA_015560015.fna,Clade2,2943506
TM10-3.fna,Clade3,2936436
TM10-3.fna,Clade3,2936616
TM10-3.fna,Clade3,2936622
TM10-3.fna,Clade3,2936964
TM10-3.fna,Clade3,2937024
TM10-3.fna,Clade3,2938712
TM10-3.fna,Clade3,2938765
TM10-3.fna,Clade3,2938768
TM10-3.fna,Clade3,2938814
TM10-3.fna,Clade3,2938876
TM10-3.fna,Clade3,2938897
TM10-3.fna,Clade3,2939155
TM10-3.fna,Clade3,2939269
TM10-3.fna,Clade3,2939410
TM10-3.fna,Clade3,2939431
TM10-3.fna,Clade3,2939560
TM10-3.fna,Clade3,2939566
TM10-3.fna,Clade3,2939581
TM10-3.fna,Clade3,2939749
TM10-3.fna,Clade3,2939797
TM10-3.fna,Clade3,2939812
TM10-3.fna,Clade3,2939815
TM10-3.fna,Clade3,2939833
TM10-3.fna,Clade3,2939836
TM10-3.fna,Clade3,2941381
TM10-3.fna,Clade3,2941555
TM10-3.fna,Clade3,2941561
TM10-3.fna,Clade3,2941639
TM10-3.fna,Clade3,2941642
TM10-3.fna,Clade3,2941654
TM10-3.fna,Clade3,2941693
TM10-3.fna,Clade3,2941750
TM10-3.fna,Clade3,2941786
TM10-3.fna,Clade3,2941804
TM10-3.fna,Clade3,2941816
TM10-3.fna,Clade3,2941948
TM10-3.fna,Clade3,2942650
TM10-3.fna,Clade3,2942862
TM10-3.fna,Clade3,2942984
TM10-3.fna,Clade3,2943112
TM10-3.fna,Clade3,2943506
GCA_018784685.fna,Clade3,2936436
GCA_018784685.fna,Clade3,2936499
GCA_018784685.fna,Clade3,2936501
GCA_018784685.fna,Clade3,2936622
GCA_018784685.fna,Clade3,2936950
GCA_018784685.fna,Clade3,2936964
GCA_018784685.fna,Clade3,2937024
GCA_018784685.fna,Clade3,2937066
GCA_018784685.fna,Clade3,2938876
GCA_018784685.fna,Clade3,2939146
GCA_018784685.fna,Clade3,2939155
GCA_018784685.fna,Clade3,2939227
GCA_018784685.fna,Clade3,2939341
GCA_018784685.fna,Clade3,2939566
GCA_018784685.fna,Clade3,2939646
GCA_018784685.fna,Clade3,2939668
GCA_018784685.fna,Clade3,2939833
GCA_018784685.fna,Clade3,2941398
GCA_018784685.fna,Clade3,2941413
GCA_018784685.fna,Clade3,2941510
GCA_018784685.fna,Clade3,2941523
GCA_018784685.fna,Clade3,2941524
GCA_018784685.fna,Clade3,2941528
GCA_018784685.fna,Clade3,2941534
GCA_018784685.fna,Clade3,2941535
GCA_018784685.fna,Clade3,2941540
GCA_018784685.fna,Clade3,2941542
GCA_018784685.fna,Clade3,2941548
GCA_018784685.fna,Clade3,2941555
GCA_018784685.fna,Clade3,2941561
GCA_018784685.fna,Clade3,2941639
GCA_018784685.fna,Clade3,2941645
GCA_018784685.fna,Clade3,2941654
GCA_018784685.fna,Clade3,2941693
GCA_018784685.fna,Clade3,2941723
GCA_018784685.fna,Clade3,2941816
GCA_018784685.fna,Clade3,2941948
GCA_018784685.fna,Clade3,2942661
GCA_018784685.fna,Clade3,2942757
GCA_018784685.fna,Clade3,2942767
GCA_018784685.fna,Clade3,2942836
GCA_018784685.fna,Clade3,2942862
GCA_018784685.fna,Clade3,2942865
GCA_018784685.fna,Clade3,2942884
GCA_018784685.fna,Clade3,2943015
GCA_018784685.fna,Clade3,2943027
GCA_018784685.fna,Clade3,2943033
GCA_018784685.fna,Clade3,2943040
GCA_018784685.fna,Clade3,2943058
GCA_018784685.fna,Clade3,2943085
GCA_018784685.fna,Clade3,2943106
GCA_018784685.fna,Clade3,2943136
GCA_018784685.fna,Clade3,2943175
GCA_018784685.fna,Clade3,2943270
GCA_018784685.fna,Clade3,2943278
GCA_018784685.fna,Clade3,2943289
GCA_018784685.fna,Clade3,2943301
GCA_018784685.fna,Clade3,2943302
GCA_018784685.fna,Clade3,2943303
GCA_018784685.fna,Clade3,2943305
GCA_018784685.fna,Clade3,2943309
GCA_018784685.fna,Clade3,2943311
GCA_018784685.fna,Clade3,2943312
GCA_018784685.fna,Clade3,2943313
GCA_018784685.fna,Clade3,2943319
GCA_018784685.fna,Clade3,2943415
GCA_018784725.fna,Clade3,2936622
GCA_018784725.fna,Clade3,2936679
GCA_018784725.fna,Clade3,2936964
GCA_018784725.fna,Clade3,2937024
GCA_018784725.fna,Clade3,2937051
GCA_018784725.fna,Clade3,2938876
GCA_018784725.fna,Clade3,2939155
GCA_018784725.fna,Clade3,2939233
GCA_018784725.fna,Clade3,2939539
GCA_018784725.fna,Clade3,2939566
GCA_018784725.fna,Clade3,2939623
GCA_018784725.fna,Clade3,2939646
GCA_018784725.fna,Clade3,2939668
GCA_018784725.fna,Clade3,2939833
GCA_018784725.fna,Clade3,2941524
GCA_018784725.fna,Clade3,2941561
GCA_018784725.fna,Clade3,2941639
GCA_018784725.fna,Clade3,2941654
GCA_018784725.fna,Clade3,2941816
GCA_018784725.fna,Clade3,2941921
GCA_018784725.fna,Clade3,2941948
GCA_018784725.fna,Clade3,2942719
GCA_018784725.fna,Clade3,2942757
GCA_018784725.fna,Clade3,2942767
GCA_018784725.fna,Clade3,2942769
GCA_018784725.fna,Clade3,2942862
GCA_018784725.fna,Clade3,2942908
GCA_018784725.fna,Clade3,2943015
GCA_018784725.fna,Clade3,2943027
GCA_018784725.fna,Clade3,2943033
GCA_018784725.fna,Clade3,2943040
GCA_018784725.fna,Clade3,2943058
GCA_018784725.fna,Clade3,2943078
GCA_018784725.fna,Clade3,2943097
GCA_018784725.fna,Clade3,2943106
GCA_018784725.fna,Clade3,2943112
GCA_018784725.fna,Clade3,2943166
GCA_018784725.fna,Clade3,2943175
GCA_018784725.fna,Clade3,2943270
GCA_018784725.fna,Clade3,2943278
GCA_018784725.fna,Clade3,2943301
GCA_018784725.fna,Clade3,2943302
GCA_018784725.fna,Clade3,2943303
GCA_018784725.fna,Clade3,2943305
GCA_018784725.fna,Clade3,2943309
GCA_018784725.fna,Clade3,2943311
GCA_018784725.fna,Clade3,2943319
GCA_018784725.fna,Clade3,2943506
12718_7_53.fna,Clade3,2936532
12718_7_53.fna,Clade3,2936535
12718_7_53.fna,Clade3,2936556
12718_7_53.fna,Clade3,2936559
12718_7_53.fna,Clade3,2936586
12718_7_53.fna,Clade3,2936601
12718_7_53.fna,Clade3,2936622
12718_7_53.fna,Clade3,2936634
12718_7_53.fna,Clade3,2936650
12718_7_53.fna,Clade3,2936679
12718_7_53.fna,Clade3,2937024
12718_7_53.fna,Clade3,2937081
12718_7_53.fna,Clade3,2938708
12718_7_53.fna,Clade3,2938897
12718_7_53.fna,Clade3,2938918
12718_7_53.fna,Clade3,2939044
12718_7_53.fna,Clade3,2939566
12718_7_53.fna,Clade3,2939625
12718_7_53.fna,Clade3,2939646
12718_7_53.fna,Clade3,2939668
12718_7_53.fna,Clade3,2939803
12718_7_53.fna,Clade3,2939833
12718_7_53.fna,Clade3,2941381
12718_7_53.fna,Clade3,2941386
12718_7_53.fna,Clade3,2941389
12718_7_53.fna,Clade3,2941398
12718_7_53.fna,Clade3,2941498
12718_7_53.fna,Clade3,2941499
12718_7_53.fna,Clade3,2941503
12718_7_53.fna,Clade3,2941510
12718_7_53.fna,Clade3,2941515
12718_7_53.fna,Clade3,2941523
12718_7_53.fna,Clade3,2941524
12718_7_53.fna,Clade3,2941528
12718_7_53.fna,Clade3,2941534
12718_7_53.fna,Clade3,2941535
12718_7_53.fna,Clade3,2941540
12718_7_53.fna,Clade3,2941542
12718_7_53.fna,Clade3,2941548
12718_7_53.fna,Clade3,2941555
12718_7_53.fna,Clade3,2941561
12718_7_53.fna,Clade3,2941639
12718_7_53.fna,Clade3,2941654
12718_7_53.fna,Clade3,2941816
12718_7_53.fna,Clade3,2941897
12718_7_53.fna,Clade3,2941948
12718_7_53.fna,Clade3,2942757
12718_7_53.fna,Clade3,2942767
12718_7_53.fna,Clade3,2942862
12718_7_53.fna,Clade3,2943112
12718_7_53.fna,Clade3,2943506
GCA_001405295.fna,Clade3,2936505
GCA_001405295.fna,Clade3,2936622
GCA_001405295.fna,Clade3,2936964
GCA_001405295.fna,Clade3,2937024
GCA_001405295.fna,Clade3,2937042
GCA_001405295.fna,Clade3,2938792
GCA_001405295.fna,Clade3,2938876
GCA_001405295.fna,Clade3,2939044
GCA_001405295.fna,Clade3,2939155
GCA_001405295.fna,Clade3,2939377
GCA_001405295.fna,Clade3,2939566
GCA_001405295.fna,Clade3,2939625
GCA_001405295.fna,Clade3,2939646
GCA_001405295.fna,Clade3,2939668
GCA_001405295.fna,Clade3,2939833
GCA_001405295.fna,Clade3,2939845
GCA_001405295.fna,Clade3,2941398
GCA_001405295.fna,Clade3,2941413
GCA_001405295.fna,Clade3,2941498
GCA_001405295.fna,Clade3,2941499
GCA_001405295.fna,Clade3,2941503
GCA_001405295.fna,Clade3,2941510
GCA_001405295.fna,Clade3,2941515
GCA_001405295.fna,Clade3,2941523
GCA_001405295.fna,Clade3,2941524
GCA_001405295.fna,Clade3,2941528
GCA_001405295.fna,Clade3,2941534
GCA_001405295.fna,Clade3,2941535
GCA_001405295.fna,Clade3,2941540
GCA_001405295.fna,Clade3,2941542
GCA_001405295.fna,Clade3,2941548
GCA_001405295.fna,Clade3,2941555
GCA_001405295.fna,Clade3,2941561
GCA_001405295.fna,Clade3,2941615
GCA_001405295.fna,Clade3,2941621
GCA_001405295.fna,Clade3,2941627
GCA_001405295.fna,Clade3,2941639
GCA_001405295.fna,Clade3,2941654
GCA_001405295.fna,Clade3,2941816
GCA_001405295.fna,Clade3,2941948
GCA_001405295.fna,Clade3,2942650
GCA_001405295.fna,Clade3,2942862
GCA_001405295.fna,Clade3,2943112
GCA_001405295.fna,Clade3,2943211
GCA_001405295.fna,Clade3,2943506
GCA_001406375.fna,Clade3,2936436
GCA_001406375.fna,Clade3,2936568
GCA_001406375.fna,Clade3,2936596
GCA_001406375.fna,Clade3,2936964
GCA_001406375.fna,Clade3,2937024
GCA_001406375.fna,Clade3,2937081
GCA_001406375.fna,Clade3,2938876
GCA_001406375.fna,Clade3,2939044
GCA_001406375.fna,Clade3,2939422
GCA_001406375.fna,Clade3,2939566
GCA_001406375.fna,Clade3,2939625
GCA_001406375.fna,Clade3,2939646
GCA_001406375.fna,Clade3,2939668
GCA_001406375.fna,Clade3,2939803
GCA_001406375.fna,Clade3,2939833
GCA_001406375.fna,Clade3,2941381
GCA_001406375.fna,Clade3,2941498
GCA_001406375.fna,Clade3,2941499
GCA_001406375.fna,Clade3,2941503
GCA_001406375.fna,Clade3,2941510
GCA_001406375.fna,Clade3,2941515
GCA_001406375.fna,Clade3,2941523
GCA_001406375.fna,Clade3,2941524
GCA_001406375.fna,Clade3,2941528
GCA_001406375.fna,Clade3,2941534
GCA_001406375.fna,Clade3,2941535
GCA_001406375.fna,Clade3,2941540
GCA_001406375.fna,Clade3,2941542
GCA_001406375.fna,Clade3,2941548
GCA_001406375.fna,Clade3,2941555
GCA_001406375.fna,Clade3,2941561
GCA_001406375.fna,Clade3,2941567
GCA_001406375.fna,Clade3,2941615
GCA_001406375.fna,Clade3,2941816
GCA_001406375.fna,Clade3,2941921
GCA_001406375.fna,Clade3,2941948
GCA_001406375.fna,Clade3,2942757
GCA_001406375.fna,Clade3,2942767
GCA_001406375.fna,Clade3,2942862
GCA_001406375.fna,Clade3,2943112
GCA_001406375.fna,Clade3,2943506
GCA_001406835.fna,Clade3,2936622
GCA_001406835.fna,Clade3,2936651
GCA_001406835.fna,Clade3,2936673
GCA_001406835.fna,Clade3,2936685
GCA_001406835.fna,Clade3,2936964
GCA_001406835.fna,Clade3,2937024
GCA_001406835.fna,Clade3,2937051
GCA_001406835.fna,Clade3,2938792
GCA_001406835.fna,Clade3,2938876
GCA_001406835.fna,Clade3,2938897
GCA_001406835.fna,Clade3,2939155
GCA_001406835.fna,Clade3,2939341
GCA_001406835.fna,Clade3,2939539
GCA_001406835.fna,Clade3,2939566
GCA_001406835.fna,Clade3,2939646
GCA_001406835.fna,Clade3,2939668
GCA_001406835.fna,Clade3,2939749
GCA_001406835.fna,Clade3,2939833
GCA_001406835.fna,Clade3,2941398
GCA_001406835.fna,Clade3,2941413
GCA_001406835.fna,Clade3,2941639
GCA_001406835.fna,Clade3,2941654
GCA_001406835.fna,Clade3,2941693
GCA_001406835.fna,Clade3,2941933
GCA_001406835.fna,Clade3,2941948
GCA_001406835.fna,Clade3,2941957
GCA_001406835.fna,Clade3,2942767
GCA_001406835.fna,Clade3,2942836
GCA_001406835.fna,Clade3,2942862
GCA_001406835.fna,Clade3,2942865
GCA_001406835.fna,Clade3,2942884
GCA_001406835.fna,Clade3,2943015
GCA_001406835.fna,Clade3,2943027
GCA_001406835.fna,Clade3,2943033
GCA_001406835.fna,Clade3,2943040
GCA_001406835.fna,Clade3,2943058
GCA_001406835.fna,Clade3,2943078
GCA_001406835.fna,Clade3,2943085
GCA_001406835.fna,Clade3,2943106
GCA_001406835.fna,Clade3,2943136
GCA_001406835.fna,Clade3,2943175
GCA_001406835.fna,Clade3,2943229
GCA_001406835.fna,Clade3,2943270
GCA_001406835.fna,Clade3,2943278
GCA_001406835.fna,Clade3,2943292
GCA_001406835.fna,Clade3,2943301
GCA_001406835.fna,Clade3,2943302
GCA_001406835.fna,Clade3,2943303
GCA_001406835.fna,Clade3,2943305
GCA_001406835.fna,Clade3,2943309
GCA_001406835.fna,Clade3,2943311
GCA_001406835.fna,Clade3,2943312
GCA_001406835.fna,Clade3,2943313
GCA_001406835.fna,Clade3,2943319
GCA_001406835.fna,Clade3,2943403
GCA_001406835.fna,Clade3,2943415
GCA_008123415.fna,Clade3,2936622
GCA_008123415.fna,Clade3,2936651
GCA_008123415.fna,Clade3,2936673
GCA_008123415.fna,Clade3,2936964
GCA_008123415.fna,Clade3,2937024
GCA_008123415.fna,Clade3,2937051
GCA_008123415.fna,Clade3,2938876
GCA_008123415.fna,Clade3,2939044
GCA_008123415.fna,Clade3,2939155
GCA_008123415.fna,Clade3,2939251
GCA_008123415.fna,Clade3,2939566
GCA_008123415.fna,Clade3,2939626
GCA_008123415.fna,Clade3,2939646
GCA_008123415.fna,Clade3,2939668
GCA_008123415.fna,Clade3,2939749
GCA_008123415.fna,Clade3,2939833
GCA_008123415.fna,Clade3,2941381
GCA_008123415.fna,Clade3,2941510
GCA_008123415.fna,Clade3,2941533
GCA_008123415.fna,Clade3,2941555
GCA_008123415.fna,Clade3,2941561
GCA_008123415.fna,Clade3,2941615
GCA_008123415.fna,Clade3,2941621
GCA_008123415.fna,Clade3,2941627
GCA_008123415.fna,Clade3,2941639
GCA_008123415.fna,Clade3,2941654
GCA_008123415.fna,Clade3,2941693
GCA_008123415.fna,Clade3,2941816
GCA_008123415.fna,Clade3,2941948
GCA_008123415.fna,Clade3,2941954
GCA_008123415.fna,Clade3,2942650
GCA_008123415.fna,Clade3,2942862
GCA_008123415.fna,Clade3,2943027
GCA_008123415.fna,Clade3,2943033
GCA_008123415.fna,Clade3,2943034
GCA_008123415.fna,Clade3,2943040
GCA_008123415.fna,Clade3,2943058
GCA_008123415.fna,Clade3,2943506
GCA_009680175.fna,Clade3,2936598
GCA_009680175.fna,Clade3,2936622
GCA_009680175.fna,Clade3,2936657
GCA_009680175.fna,Clade3,2936964
GCA_009680175.fna,Clade3,2937024
GCA_009680175.fna,Clade3,2937045
GCA_009680175.fna,Clade3,2937054
GCA_009680175.fna,Clade3,2937066
GCA_009680175.fna,Clade3,2937093
GCA_009680175.fna,Clade3,2938708
GCA_009680175.fna,Clade3,2938897
GCA_009680175.fna,Clade3,2938918
GCA_009680175.fna,Clade3,2939044
GCA_009680175.fna,Clade3,2939566
GCA_009680175.fna,Clade3,2939625
GCA_009680175.fna,Clade3,2939646
GCA_009680175.fna,Clade3,2939668
GCA_009680175.fna,Clade3,2939833
GCA_009680175.fna,Clade3,2941358
GCA_009680175.fna,Clade3,2941389
GCA_009680175.fna,Clade3,2941413
GCA_009680175.fna,Clade3,2941468
GCA_009680175.fna,Clade3,2941601
GCA_009680175.fna,Clade3,2941639
GCA_009680175.fna,Clade3,2941654
GCA_009680175.fna,Clade3,2941693
GCA_009680175.fna,Clade3,2941816
GCA_009680175.fna,Clade3,2941895
GCA_009680175.fna,Clade3,2941948
GCA_009680175.fna,Clade3,2941957
GCA_009680175.fna,Clade3,2942719
GCA_009680175.fna,Clade3,2942757
GCA_009680175.fna,Clade3,2942767
GCA_009680175.fna,Clade3,2942769
GCA_009680175.fna,Clade3,2942862
GCA_009680175.fna,Clade3,2942908
GCA_009680175.fna,Clade3,2942984
GCA_009680175.fna,Clade3,2942991
GCA_009680175.fna,Clade3,2943015
GCA_009680175.fna,Clade3,2943033
GCA_009680175.fna,Clade3,2943037
GCA_009680175.fna,Clade3,2943040
GCA_009680175.fna,Clade3,2943058
GCA_009680175.fna,Clade3,2943078
GCA_009680175.fna,Clade3,2943085
GCA_009680175.fna,Clade3,2943106
GCA_009680175.fna,Clade3,2943112
GCA_009680175.fna,Clade3,2943175
GCA_009680175.fna,Clade3,2943270
GCA_009680175.fna,Clade3,2943278
GCA_009680175.fna,Clade3,2943301
GCA_009680175.fna,Clade3,2943302
GCA_009680175.fna,Clade3,2943303
GCA_009680175.fna,Clade3,2943305
GCA_009680175.fna,Clade3,2943309
GCA_009680175.fna,Clade3,2943311
GCA_009680175.fna,Clade3,2943312
GCA_009680175.fna,Clade3,2943313
GCA_009680175.fna,Clade3,2943319
GCA_009680175.fna,Clade3,2943415
GCA_009680175.fna,Clade3,2943506
GCA_009680205.fna,Clade3,2936598
GCA_009680205.fna,Clade3,2936622
GCA_009680205.fna,Clade3,2936657
GCA_009680205.fna,Clade3,2936964
GCA_009680205.fna,Clade3,2937024
GCA_009680205.fna,Clade3,2937045
GCA_009680205.fna,Clade3,2937054
GCA_009680205.fna,Clade3,2937066
GCA_009680205.fna,Clade3,2937093
GCA_009680205.fna,Clade3,2938708
GCA_009680205.fna,Clade3,2938897
GCA_009680205.fna,Clade3,2938918
GCA_009680205.fna,Clade3,2939044
GCA_009680205.fna,Clade3,2939566
GCA_009680205.fna,Clade3,2939625
GCA_009680205.fna,Clade3,2939646
GCA_009680205.fna,Clade3,2939668
GCA_009680205.fna,Clade3,2939833
GCA_009680205.fna,Clade3,2941358
GCA_009680205.fna,Clade3,2941389
GCA_009680205.fna,Clade3,2941413
GCA_009680205.fna,Clade3,2941468
GCA_009680205.fna,Clade3,2941601
GCA_009680205.fna,Clade3,2941639
GCA_009680205.fna,Clade3,2941654
GCA_009680205.fna,Clade3,2941693
GCA_009680205.fna,Clade3,2941816
GCA_009680205.fna,Clade3,2941895
GCA_009680205.fna,Clade3,2941948
GCA_009680205.fna,Clade3,2941957
GCA_009680205.fna,Clade3,2942719
GCA_009680205.fna,Clade3,2942757
GCA_009680205.fna,Clade3,2942767
GCA_009680205.fna,Clade3,2942769
GCA_009680205.fna,Clade3,2942862
GCA_009680205.fna,Clade3,2942908
GCA_009680205.fna,Clade3,2942984
GCA_009680205.fna,Clade3,2942991
GCA_009680205.fna,Clade3,2943015
GCA_009680205.fna,Clade3,2943033
GCA_009680205.fna,Clade3,2943037
GCA_009680205.fna,Clade3,2943040
GCA_009680205.fna,Clade3,2943058
GCA_009680205.fna,Clade3,2943078
GCA_009680205.fna,Clade3,2943085
GCA_009680205.fna,Clade3,2943106
GCA_009680205.fna,Clade3,2943112
GCA_009680205.fna,Clade3,2943175
GCA_009680205.fna,Clade3,2943270
GCA_009680205.fna,Clade3,2943278
GCA_009680205.fna,Clade3,2943301
GCA_009680205.fna,Clade3,2943302
GCA_009680205.fna,Clade3,2943303
GCA_009680205.fna,Clade3,2943305
GCA_009680205.fna,Clade3,2943309
GCA_009680205.fna,Clade3,2943311
GCA_009680205.fna,Clade3,2943312
GCA_009680205.fna,Clade3,2943313
GCA_009680205.fna,Clade3,2943319
GCA_009680205.fna,Clade3,2943415
GCA_009680205.fna,Clade3,2943506
GCA_009680235.fna,Clade3,2936598
GCA_009680235.fna,Clade3,2936622
GCA_009680235.fna,Clade3,2936657
GCA_009680235.fna,Clade3,2936964
GCA_009680235.fna,Clade3,2937024
GCA_009680235.fna,Clade3,2937045
GCA_009680235.fna,Clade3,2937054
GCA_009680235.fna,Clade3,2937066
GCA_009680235.fna,Clade3,2937093
GCA_009680235.fna,Clade3,2938708
GCA_009680235.fna,Clade3,2938897
GCA_009680235.fna,Clade3,2938918
GCA_009680235.fna,Clade3,2939044
GCA_009680235.fna,Clade3,2939566
GCA_009680235.fna,Clade3,2939625
GCA_009680235.fna,Clade3,2939646
GCA_009680235.fna,Clade3,2939668
GCA_009680235.fna,Clade3,2939833
GCA_009680235.fna,Clade3,2941358
GCA_009680235.fna,Clade3,2941389
GCA_009680235.fna,Clade3,2941413
GCA_009680235.fna,Clade3,2941468
GCA_009680235.fna,Clade3,2941601
GCA_009680235.fna,Clade3,2941639
GCA_009680235.fna,Clade3,2941654
GCA_009680235.fna,Clade3,2941693
GCA_009680235.fna,Clade3,2941816
GCA_009680235.fna,Clade3,2941895
GCA_009680235.fna,Clade3,2941948
GCA_009680235.fna,Clade3,2941957
GCA_009680235.fna,Clade3,2942719
GCA_009680235.fna,Clade3,2942757
GCA_009680235.fna,Clade3,2942767
GCA_009680235.fna,Clade3,2942769
GCA_009680235.fna,Clade3,2942862
GCA_009680235.fna,Clade3,2942908
GCA_009680235.fna,Clade3,2942984
GCA_009680235.fna,Clade3,2942991
GCA_009680235.fna,Clade3,2943015
GCA_009680235.fna,Clade3,2943033
GCA_009680235.fna,Clade3,2943037
GCA_009680235.fna,Clade3,2943040
GCA_009680235.fna,Clade3,2943058
GCA_009680235.fna,Clade3,2943078
GCA_009680235.fna,Clade3,2943085
GCA_009680235.fna,Clade3,2943106
GCA_009680235.fna,Clade3,2943112
GCA_009680235.fna,Clade3,2943175
GCA_009680235.fna,Clade3,2943270
GCA_009680235.fna,Clade3,2943278
GCA_009680235.fna,Clade3,2943301
GCA_009680235.fna,Clade3,2943302
GCA_009680235.fna,Clade3,2943303
GCA_009680235.fna,Clade3,2943305
GCA_009680235.fna,Clade3,2943309
GCA_009680235.fna,Clade3,2943311
GCA_009680235.fna,Clade3,2943312
GCA_009680235.fna,Clade3,2943313
GCA_009680235.fna,Clade3,2943319
GCA_009680235.fna,Clade3,2943415
GCA_009680235.fna,Clade3,2943506
GCA_009680245.fna,Clade3,2936598
GCA_009680245.fna,Clade3,2936622
GCA_009680245.fna,Clade3,2936657
GCA_009680245.fna,Clade3,2936964
GCA_009680245.fna,Clade3,2937024
GCA_009680245.fna,Clade3,2937045
GCA_009680245.fna,Clade3,2937054
GCA_009680245.fna,Clade3,2937066
GCA_009680245.fna,Clade3,2937093
GCA_009680245.fna,Clade3,2938708
GCA_009680245.fna,Clade3,2938897
GCA_009680245.fna,Clade3,2938918
GCA_009680245.fna,Clade3,2939044
GCA_009680245.fna,Clade3,2939566
GCA_009680245.fna,Clade3,2939625
GCA_009680245.fna,Clade3,2939646
GCA_009680245.fna,Clade3,2939668
GCA_009680245.fna,Clade3,2939833
GCA_009680245.fna,Clade3,2941358
GCA_009680245.fna,Clade3,2941389
GCA_009680245.fna,Clade3,2941413
GCA_009680245.fna,Clade3,2941468
GCA_009680245.fna,Clade3,2941601
GCA_009680245.fna,Clade3,2941639
GCA_009680245.fna,Clade3,2941654
GCA_009680245.fna,Clade3,2941693
GCA_009680245.fna,Clade3,2941816
GCA_009680245.fna,Clade3,2941895
GCA_009680245.fna,Clade3,2941948
GCA_009680245.fna,Clade3,2941957
GCA_009680245.fna,Clade3,2942719
GCA_009680245.fna,Clade3,2942757
GCA_009680245.fna,Clade3,2942767
GCA_009680245.fna,Clade3,2942769
GCA_009680245.fna,Clade3,2942862
GCA_009680245.fna,Clade3,2942908
GCA_009680245.fna,Clade3,2942984
GCA_009680245.fna,Clade3,2942991
GCA_009680245.fna,Clade3,2943015
GCA_009680245.fna,Clade3,2943033
GCA_009680245.fna,Clade3,2943037
GCA_009680245.fna,Clade3,2943040
GCA_009680245.fna,Clade3,2943058
GCA_009680245.fna,Clade3,2943078
GCA_009680245.fna,Clade3,2943085
GCA_009680245.fna,Clade3,2943106
GCA_009680245.fna,Clade3,2943112
GCA_009680245.fna,Clade3,2943175
GCA_009680245.fna,Clade3,2943270
GCA_009680245.fna,Clade3,2943278
GCA_009680245.fna,Clade3,2943301
GCA_009680245.fna,Clade3,2943302
GCA_009680245.fna,Clade3,2943303
GCA_009680245.fna,Clade3,2943305
GCA_009680245.fna,Clade3,2943309
GCA_009680245.fna,Clade3,2943311
GCA_009680245.fna,Clade3,2943312
GCA_009680245.fna,Clade3,2943313
GCA_009680245.fna,Clade3,2943319
GCA_009680245.fna,Clade3,2943415
GCA_009680245.fna,Clade3,2943506
GCA_009680275.fna,Clade3,2936598
GCA_009680275.fna,Clade3,2936622
GCA_009680275.fna,Clade3,2936657
GCA_009680275.fna,Clade3,2936964
GCA_009680275.fna,Clade3,2937024
GCA_009680275.fna,Clade3,2937045
GCA_009680275.fna,Clade3,2937054
GCA_009680275.fna,Clade3,2937066
GCA_009680275.fna,Clade3,2937093
GCA_009680275.fna,Clade3,2938708
GCA_009680275.fna,Clade3,2938897
GCA_009680275.fna,Clade3,2938918
GCA_009680275.fna,Clade3,2939044
GCA_009680275.fna,Clade3,2939566
GCA_009680275.fna,Clade3,2939625
GCA_009680275.fna,Clade3,2939646
GCA_009680275.fna,Clade3,2939668
GCA_009680275.fna,Clade3,2939833
GCA_009680275.fna,Clade3,2941358
GCA_009680275.fna,Clade3,2941389
GCA_009680275.fna,Clade3,2941413
GCA_009680275.fna,Clade3,2941468
GCA_009680275.fna,Clade3,2941601
GCA_009680275.fna,Clade3,2941639
GCA_009680275.fna,Clade3,2941654
GCA_009680275.fna,Clade3,2941693
GCA_009680275.fna,Clade3,2941816
GCA_009680275.fna,Clade3,2941895
GCA_009680275.fna,Clade3,2941948
GCA_009680275.fna,Clade3,2941957
GCA_009680275.fna,Clade3,2942719
GCA_009680275.fna,Clade3,2942757
GCA_009680275.fna,Clade3,2942767
GCA_009680275.fna,Clade3,2942769
GCA_009680275.fna,Clade3,2942862
GCA_009680275.fna,Clade3,2942908
GCA_009680275.fna,Clade3,2942984
GCA_009680275.fna,Clade3,2942991
GCA_009680275.fna,Clade3,2943015
GCA_009680275.fna,Clade3,2943033
GCA_009680275.fna,Clade3,2943037
GCA_009680275.fna,Clade3,2943040
GCA_009680275.fna,Clade3,2943058
GCA_009680275.fna,Clade3,2943078
GCA_009680275.fna,Clade3,2943085
GCA_009680275.fna,Clade3,2943106
GCA_009680275.fna,Clade3,2943112
GCA_009680275.fna,Clade3,2943175
GCA_009680275.fna,Clade3,2943270
GCA_009680275.fna,Clade3,2943278
GCA_009680275.fna,Clade3,2943301
GCA_009680275.fna,Clade3,2943302
GCA_009680275.fna,Clade3,2943303
GCA_009680275.fna,Clade3,2943305
GCA_009680275.fna,Clade3,2943309
GCA_009680275.fna,Clade3,2943311
GCA_009680275.fna,Clade3,2943312
GCA_009680275.fna,Clade3,2943313
GCA_009680275.fna,Clade3,2943319
GCA_009680275.fna,Clade3,2943415
GCA_009680275.fna,Clade3,2943506
GCA_009680285.fna,Clade3,2936598
GCA_009680285.fna,Clade3,2936622
GCA_009680285.fna,Clade3,2936657
GCA_009680285.fna,Clade3,2936964
GCA_009680285.fna,Clade3,2937024
GCA_009680285.fna,Clade3,2937045
GCA_009680285.fna,Clade3,2937054
GCA_009680285.fna,Clade3,2937066
GCA_009680285.fna,Clade3,2937093
GCA_009680285.fna,Clade3,2938708
GCA_009680285.fna,Clade3,2938897
