Gene,GCA_000145035,GCA_000420965,GCA_000420985,GCA_000423985,GCA_000424405,GCA_000424425,GCA_000424465,GCA_000424565,GCA_000621465,GCA_000622085,GCA_000686065,GCA_000686965,GCA_001858005,GCA_003175155,GCA_900101605,GCA_900110805,GCA_900111185,GCA_900115735,GCA_900129945,GCA_900143205
group_11023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11024,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11033,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11035,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11036,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11048,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11066,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11069,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11080,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11093,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11122,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11124,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11129,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11134,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11139,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11140,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhcG_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11149,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11153,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11154,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11157,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
der_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11167,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11169,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11170,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purD_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11181,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11195,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11198,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csbB_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wecB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mta_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11246,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11251,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11287,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11311,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11323,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11330,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btuD_11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagG_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11334,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11341,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11342,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tagG_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11346,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfaE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hisB_2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11356,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11359,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11374,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpsD_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11397,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11398,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11441,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11446,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11449,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11452,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11465,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11467,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11474,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11503,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11505,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11510,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11514,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lon_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11519,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11523,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11551,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11553,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11556,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11557,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patA_8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11574,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11575,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11579,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11582,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11589,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11592,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11593,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11595,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11596,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11597,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpaIIM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11604,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11611,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11613,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11615,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11624,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11631,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11648,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhdG,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11651,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purK,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speG_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11655,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vioA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11659,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11663,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
group_11668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
