genome,species,sample,group,abundance,rank
TF10-5,Agathobacter faecis TF10-5,ERR2017712,ACVD,9.04E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017713,ACVD,8.83E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017714,ACVD,0.000399752,60
TF10-5,Agathobacter faecis TF10-5,ERR2017715,ACVD,4.09E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017716,ACVD,2.56E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017717,ACVD,0.0007167,60
TF10-5,Agathobacter faecis TF10-5,ERR2017718,ACVD,0.000368542,60
TF10-5,Agathobacter faecis TF10-5,ERR2017719,ACVD,0.000533288,60
TF10-5,Agathobacter faecis TF10-5,ERR2017720,ACVD,0.001926464,60
TF10-5,Agathobacter faecis TF10-5,ERR2017721,ACVD,0.001627954,60
TF10-5,Agathobacter faecis TF10-5,ERR2017722,ACVD,0.001028384,60
TF10-5,Agathobacter faecis TF10-5,ERR2017723,ACVD,0.002722693,60
TF10-5,Agathobacter faecis TF10-5,ERR2017724,ACVD,5.20E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017725,ACVD,1.67E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017726,ACVD,1.52E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017727,ACVD,0.003067409,60
TF10-5,Agathobacter faecis TF10-5,ERR2017728,ACVD,1.85E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017729,ACVD,0.000435458,60
TF10-5,Agathobacter faecis TF10-5,ERR2017730,ACVD,0.002236923,60
TF10-5,Agathobacter faecis TF10-5,ERR2017731,ACVD,1.17E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017732,ACVD,0.001388035,60
TF10-5,Agathobacter faecis TF10-5,ERR2017733,ACVD,0.000274545,60
TF10-5,Agathobacter faecis TF10-5,ERR2017734,ACVD,0.005743111,60
TF10-5,Agathobacter faecis TF10-5,ERR2017735,ACVD,6.90E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017736,ACVD,0.001132625,60
TF10-5,Agathobacter faecis TF10-5,ERR2017737,ACVD,0.000178413,60
TF10-5,Agathobacter faecis TF10-5,ERR2017738,ACVD,0.004332738,60
TF10-5,Agathobacter faecis TF10-5,ERR2017739,ACVD,0.000171815,60
TF10-5,Agathobacter faecis TF10-5,ERR2017740,ACVD,1.18E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017741,ACVD,0.002122922,60
TF10-5,Agathobacter faecis TF10-5,ERR2017742,ACVD,0.001410044,60
TF10-5,Agathobacter faecis TF10-5,ERR2017743,ACVD,0.000594316,60
TF10-5,Agathobacter faecis TF10-5,ERR2017744,ACVD,0.00235143,60
TF10-5,Agathobacter faecis TF10-5,ERR2017745,ACVD,1.37E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017746,ACVD,5.66E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017747,ACVD,0.000116907,60
TF10-5,Agathobacter faecis TF10-5,ERR2017748,ACVD,0.000134562,60
TF10-5,Agathobacter faecis TF10-5,ERR2017749,ACVD,0.002527327,60
TF10-5,Agathobacter faecis TF10-5,ERR2017750,ACVD,4.25E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017751,ACVD,2.52E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017752,ACVD,5.90E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017753,ACVD,3.51E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017754,ACVD,0.000345284,60
TF10-5,Agathobacter faecis TF10-5,ERR2017755,ACVD,3.70E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017756,ACVD,1.88E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017757,ACVD,0.000160382,60
TF10-5,Agathobacter faecis TF10-5,ERR2017759,ACVD,2.22E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017760,ACVD,6.93E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017761,ACVD,0.004892613,60
TF10-5,Agathobacter faecis TF10-5,ERR2017762,ACVD,0.001576768,60
TF10-5,Agathobacter faecis TF10-5,ERR2017763,ACVD,2.26E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017764,ACVD,0.001093977,60
TF10-5,Agathobacter faecis TF10-5,ERR2017765,ACVD,0.003724046,60
TF10-5,Agathobacter faecis TF10-5,ERR2017766,ACVD,2.21E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017767,ACVD,0.000190498,60
TF10-5,Agathobacter faecis TF10-5,ERR2017768,ACVD,0.007534088,60
TF10-5,Agathobacter faecis TF10-5,ERR2017769,ACVD,0.001433604,60
TF10-5,Agathobacter faecis TF10-5,ERR2017770,ACVD,4.50E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017771,ACVD,0.001499183,60
TF10-5,Agathobacter faecis TF10-5,ERR2017772,ACVD,0.000914639,60
TF10-5,Agathobacter faecis TF10-5,ERR2017773,ACVD,3.51E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017774,ACVD,9.45E-07,60
TF10-5,Agathobacter faecis TF10-5,ERR2017775,ACVD,0.001347733,60
TF10-5,Agathobacter faecis TF10-5,ERR2017776,ACVD,0.001904888,60
TF10-5,Agathobacter faecis TF10-5,ERR2017777,ACVD,1.67E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017778,ACVD,0.000186509,60
TF10-5,Agathobacter faecis TF10-5,ERR2017779,ACVD,5.24E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017780,ACVD,9.21E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017781,ACVD,4.92E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017782,ACVD,0.000110159,60
TF10-5,Agathobacter faecis TF10-5,ERR2017783,ACVD,0.00020033,60
TF10-5,Agathobacter faecis TF10-5,ERR2017784,ACVD,0.001811806,60
TF10-5,Agathobacter faecis TF10-5,ERR2017785,ACVD,3.77E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017786,ACVD,3.32E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017788,ACVD,2.50E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017789,ACVD,0.005470673,60
TF10-5,Agathobacter faecis TF10-5,ERR2017790,ACVD,1.56E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017791,ACVD,0.030022592,60
TF10-5,Agathobacter faecis TF10-5,ERR2017792,ACVD,0.000363241,60
TF10-5,Agathobacter faecis TF10-5,ERR2017793,ACVD,4.75E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017794,ACVD,0.000586679,60
TF10-5,Agathobacter faecis TF10-5,ERR2017795,ACVD,3.49E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017796,ACVD,4.73E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017797,ACVD,0.000365863,60
TF10-5,Agathobacter faecis TF10-5,ERR2017798,ACVD,0.011082737,60
TF10-5,Agathobacter faecis TF10-5,ERR2017799,ACVD,7.90E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017800,ACVD,8.25E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017801,ACVD,0.002103393,60
TF10-5,Agathobacter faecis TF10-5,ERR2017802,ACVD,0.000488881,60
TF10-5,Agathobacter faecis TF10-5,ERR2017803,ACVD,1.60E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017804,ACVD,1.51E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017805,ACVD,0.000133353,60
TF10-5,Agathobacter faecis TF10-5,ERR2017806,ACVD,0.001465348,60
TF10-5,Agathobacter faecis TF10-5,ERR2017807,ACVD,2.69E-06,60
TF10-5,Agathobacter faecis TF10-5,ERR2017808,ACVD,0.000866879,60
TF10-5,Agathobacter faecis TF10-5,ERR2017809,ACVD,0.003858934,60
TF10-5,Agathobacter faecis TF10-5,ERR2017810,ACVD,1.03E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017813,ACVD,0.000120892,60
TF10-5,Agathobacter faecis TF10-5,ERR2017814,ACVD,1.43E-05,60
TF10-5,Agathobacter faecis TF10-5,ERR2017815,ACVD,0.001291901,60
AM43-11,Roseburia intestinalis AM43-11,ERR2017411,control,4.34E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017412,control,0.000133897,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017413,control,0.000233224,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017414,control,1.06E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017415,control,0.000856505,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017416,control,0.000874013,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017417,control,0.000336643,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017418,control,2.02E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017419,control,0.000433895,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017420,control,1.23E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017421,control,0.000143275,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017422,control,7.38E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017423,control,1.18E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017424,control,5.25E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017426,control,0.000188715,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017427,control,0.000147652,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017428,control,9.63E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017429,control,5.05E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017430,control,3.31E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017431,control,1.17E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017432,control,2.40E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017433,control,1.09E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017434,control,0.000371989,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017435,control,0.000393048,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017436,control,6.58E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017437,control,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017438,control,0.000207873,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017439,control,4.06E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017440,control,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017441,control,0.00052407,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017442,control,0.00255246,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017443,control,0.00022035,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017444,control,0.001533397,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017445,control,9.03E-07,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017446,control,0.002042061,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017447,control,5.84E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017448,control,0.000817531,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017449,control,4.20E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017450,control,2.56E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017451,control,0.000108292,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017452,control,7.46E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017453,control,1.12E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017454,control,0.000344707,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017455,control,0.000155203,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017456,control,2.94E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017457,control,0.00149866,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017458,control,0.000399461,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017459,control,0.000418998,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017460,control,5.28E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017461,control,5.84E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017462,control,2.29E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017463,control,0.00023857,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017464,control,0.000121766,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017465,control,4.15E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017466,control,0.00035392,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017467,control,5.13E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017468,control,0.001380648,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017469,control,4.95E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017470,control,9.89E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017471,control,0.000249604,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017472,control,8.80E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017473,control,1.02E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017474,control,0.000202551,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017475,control,2.30E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017476,control,0.000754907,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017477,control,2.63E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017478,control,0.000101377,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017479,control,1.62E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017481,control,0.000119422,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017482,control,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017483,control,3.26E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017484,control,0.001001689,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017485,control,0.000425633,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017486,control,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017487,control,3.05E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017489,control,0.000291059,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017490,control,0.000243849,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017491,control,8.03E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017494,control,0.006281071,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017495,control,0.00117086,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017499,control,9.75E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017500,control,7.08E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017503,control,0.000172395,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017504,control,2.87E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017506,control,2.38E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017507,control,1.16E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017508,control,0.00370392,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017510,control,4.71E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017512,control,0.001178024,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017513,control,3.51E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017514,control,0.000125513,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017515,control,0.001177758,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017516,control,5.72E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017517,control,2.53E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017518,control,1.42E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017519,control,5.25E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017520,control,4.67E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017521,control,0.000232311,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017522,control,0.000404744,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017523,control,0.000221685,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017524,control,9.57E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017525,control,0.000502935,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017526,control,0.000699363,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017527,control,9.53E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017528,control,5.71E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017529,control,3.22E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017530,control,0.002766844,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017531,control,0.001574292,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017532,control,0.000231896,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017533,control,0.00018685,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017534,control,0.000770926,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017535,control,0.000221336,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017536,control,8.51E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017537,control,0.002185601,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017538,control,1.34E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017539,control,0.000870375,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017540,control,2.98E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017541,control,4.44E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017542,control,0.000336188,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017543,control,0.000378869,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017544,control,0.000319347,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017545,control,1.50E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017546,control,0.000669659,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017547,control,0.002007584,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017548,control,3.65E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017549,control,5.44E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017550,control,3.88E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017551,control,0.000193393,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017552,control,5.31E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017553,control,0.001292791,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017554,control,2.24E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017555,control,0.000460373,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017556,control,7.53E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017557,control,0.000787147,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017558,control,0.000655787,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017559,control,6.47E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017560,control,0.000588789,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017561,control,0.000435098,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017562,control,0.000633223,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017563,control,4.52E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017564,control,0.002082628,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017565,control,9.42E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017566,control,1.31E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017567,control,0.001422678,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017568,control,0.00014229,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017569,control,0.000129911,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017570,control,1.87E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017571,control,0.000692585,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017572,control,0.000386737,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017573,control,0.000474165,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017574,control,0.000239121,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017575,control,0.000922152,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017576,control,0.000429285,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017577,control,1.20E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017578,control,0.003312672,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017579,control,2.54E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017580,control,3.79E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017581,control,6.44E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017584,control,0.000123134,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017586,control,0.000104517,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017587,control,0.000806111,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017588,control,0.000397194,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017589,control,2.82E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017590,control,5.74E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017591,control,0.00021092,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017592,control,4.82E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017593,control,0.001043383,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017594,control,0.000818235,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017595,control,0.001789799,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017596,control,1.72E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017597,control,0.002741462,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017598,ACVD,0.000119192,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017599,ACVD,4.03E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017600,ACVD,4.26E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017601,ACVD,1.11E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017602,ACVD,0.000103454,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017603,ACVD,7.58E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017604,ACVD,0.002654158,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017605,ACVD,9.58E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017606,ACVD,0.000558235,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017607,ACVD,0.000113777,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017608,ACVD,2.82E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017609,ACVD,2.25E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017610,ACVD,0.001330539,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017611,ACVD,0.000414436,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017612,ACVD,0.00017545,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017613,ACVD,1.16E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017614,ACVD,0.000320961,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017615,ACVD,1.24E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017616,ACVD,0.001145776,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017617,ACVD,1.10E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017618,ACVD,0.000733158,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017619,ACVD,2.53E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017620,ACVD,7.23E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017621,ACVD,0.000101376,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017622,ACVD,4.65E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017623,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017624,ACVD,3.47E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017625,ACVD,0.000690718,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017626,ACVD,2.32E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017627,ACVD,0,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017628,ACVD,1.39E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017629,ACVD,6.82E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017630,ACVD,8.96E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017631,ACVD,0.000131622,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017632,ACVD,0.000681355,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017633,ACVD,5.71E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017634,ACVD,0.00012476,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017635,ACVD,0.00026989,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017636,ACVD,0.000215496,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017637,ACVD,5.86E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017638,ACVD,9.64E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017639,ACVD,2.12E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017640,ACVD,2.20E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017641,ACVD,6.44E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017642,ACVD,1.99E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017643,ACVD,1.18E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017644,ACVD,4.29E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017645,ACVD,3.86E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017646,ACVD,2.98E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017647,ACVD,0.000230804,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017648,ACVD,8.45E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017649,ACVD,2.20E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017650,ACVD,0.000913772,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017651,ACVD,7.95E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017652,ACVD,3.31E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017653,ACVD,0.001219618,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017654,ACVD,0.000291517,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017655,ACVD,0.000212631,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017656,ACVD,1.03E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017657,ACVD,7.36E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017658,ACVD,9.19E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017659,ACVD,8.21E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017660,ACVD,6.84E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017661,ACVD,1.93E-06,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017662,ACVD,0.00016292,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017663,ACVD,2.44E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017664,ACVD,0.000251358,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017665,ACVD,0.000206445,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017666,ACVD,2.10E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017667,ACVD,2.78E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017668,ACVD,0.000334091,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017669,ACVD,1.77E-05,61
AM43-11,Roseburia intestinalis AM43-11,ERR2017670,ACVD,2.36E-06,61
