Pairs,ANI,16S,group,Pairs,cluster
HF3HA17001+41,81.4625,95.461,N,HF3HA17001.fna,136
GF3HA05001B+41,83.0751,94.444,N,GF3HA05001B.fna,40
AF12-11+41,97.2861,98.302,N,AF12-11.fna,41
AF12-5+41,81.9469,92.57,N,AF12-5.fna,4
AF14-10+41,83.492,91.261,N,AF14-10.fna,225
AF16-31+41,82.7175,93.831,N,AF16-31.fna,40
AF17-8AC+41,80.8524,95.342,N,AF17-8AC.fna,136
AF18-12LB+41,82.6215,92.508,N,AF18-12LB.fna,40
AF19-13+41,98.2569,98.302,N,AF19-13.fna,41
AF19-4AC+41,97.0522,98.261,N,AF19-4AC.fna,41
AF19-4LB+41,80.9793,92.6,N,AF19-4LB.fna,4
AF21-25+41,97.3674,98.302,N,AF21-25.fna,41
AF24-16+41,82.6412,92.387,N,AF24-16.fna,4
AF24-7LB+41,82.452,94.708,N,AF24-7LB.fna,272
AF25-11+41,97.1165,98.188,N,AF25-11.fna,41
AF25-13+41,80.3505,92.542,N,AF25-13.fna,4
AF25-17+41,82.3307,93.001,N,AF25-17.fna,4
AF25-3LB+41,82.3956,93.001,N,AF25-3LB.fna,4
AF27-11AA+41,81.8124,92.668,N,AF27-11AA.fna,4
AF27-12AA+41,81.6931,92.668,N,AF27-12AA.fna,4
AF27-3+41,81.7277,92.668,N,AF27-3.fna,4
AF31-13BH+41,97.428,98.354,N,AF31-13BH.fna,41
AF31-14BH+41,80.6298,92.542,N,AF31-14BH.fna,4
AF32-2AC+41,81.3379,92.61,N,AF32-2AC.fna,4
AF33-12+41,83.9578,93.797,N,AF33-12.fna,102
AF36-15AT+41,83.1374,93.559,N,AF36-15AT.fna,29
AF36-1BH+41,98.0791,98.302,N,AF36-1BH.fna,41
AF42-21+41,98.1799,98.209,N,AF42-21.fna,41
AF51-11b1+41,83.3159,93.831,N,AF51-11b1.fna,40
AF98-49+41,81.5708,95.596,N,AF98-49.fna,136
AF99-31+41,98.0876,98.302,N,AF99-31.fna,41
AF99-45+41,82.3799,93.841,N,AF99-45.fna,40
AM09-18-1+41,82.1132,92.61,N,AM09-18-1.fna,4
AM09-20-2+41,81.5063,93.086,N,AM09-20-2.fna,368
AM100-PB-1D-34A+41,82.2829,94.844,N,AM100-PB-1D-34A.fna,272
AM10-31+41,81.3902,94.708,N,AM10-31.fna,272
SF3HA21011B+41,80.8326,92.655,N,SF3HA21011B.fna,4
AM11-12B+41,80.7048,95.293,N,AM11-12B.fna,22
AM11-30B+41,81.6557,93.841,N,AM11-30B.fna,40
AM13-35+41,80.4527,94.708,N,AM13-35.fna,272
AM16-34+41,81.7037,92.668,N,AM16-34.fna,4
AM18-3AC+41,82.0493,93.517,N,AM18-3AC.fna,29
AM22-12LB+41,81.7132,93.898,N,AM22-12LB.fna,40
AM22-13AC+41,80.4214,94.919,N,AM22-13AC.fna,22
AM22-14LB+41,80.5409,92.61,N,AM22-14LB.fna,4
AM22-15LB+41,80.7014,94.919,N,AM22-15LB.fna,22
AM22-22+41,81.4343,93.933,N,AM22-22.fna,136
AM23-13+41,82.5556,95.528,N,AM23-13.fna,136
AM23-3+41,83.4544,93.695,N,AM23-3.fna,40
AM23-7AC+41,97.4275,98.252,N,AM23-7AC.fna,41
AM27-11LB+41,80.5018,92.727,N,AM27-11LB.fna,4
AM27-27+41,80.3679,92.61,N,AM27-27.fna,4
AM27-9LB+41,80.4711,92.727,N,AM27-9LB.fna,4
AM29-1+41,81.0499,92.6,N,AM29-1.fna,4
AM29-10LB+41,81.4094,92.6,N,AM29-10LB.fna,4
AM29-11+41,97.0266,98.302,N,AM29-11.fna,41
AM29-19LB+41,80.9889,92.6,N,AM29-19LB.fna,4
AM29-1LB+41,81.1521,92.932,N,AM29-1LB.fna,4
AM29-5AC+41,80.9405,92.733,N,AM29-5AC.fna,4
AM31-12AC+41,82.2011,93.627,N,AM31-12AC.fna,43
AM33-14+41,81.2344,92.727,N,AM33-14.fna,4
AM35-12+41,98.1418,98.302,N,AM35-12.fna,41
AM37-11+41,97.3164,98.577,N,AM37-11.fna,41
AM37-5+41,97.2718,98.302,N,AM37-5.fna,41
AM40-15AC+41,97.0188,98.375,N,AM40-15AC.fna,41
AM41-2AC+41,81.4472,92.668,N,AM41-2AC.fna,4
AM41-5BH+41,80.6078,94.403,N,AM41-5BH.fna,43
AM42-8+41,97.3394,98.37,N,AM42-8.fna,41
AM43-11BH+41,83.0018,93.623,N,AM43-11BH.fna,43
AM44-6+41,81.4839,92.542,N,AM44-6.fna,4
AM46-16+41,97.1777,98.234,N,AM46-16.fna,41
AM49-10BH+41,80.2955,92.542,N,AM49-10BH.fna,4
AM49-8+41,80.3231,92.542,N,AM49-8.fna,4
AM57-5+41,83.0715,92.542,N,AM57-5.fna,4
AM58-8+41,81.5237,93.559,N,AM58-8.fna,29
AM62-08pH9A+41,83.2074,92.886,N,AM62-08pH9A.fna,43
AM65-26MHA+41,83.3485,93.466,N,AM65-26MHA.fna,43
AM65-8A+41,82.6395,93.627,N,AM65-8A.fna,29
AM73-11pH9A+41,79.2746,94.915,N,AM73-11pH9A.fna,377
AM90-07GAA+41,83.8776,93.758,N,AM90-07GAA.fna,43
AM97-35+41,82.9934,91.614,N,AM97-35.fna,40
LG101-08+41,83.4975,92.935,N,LG101-08.fna,43
LG101-10+41,81.7755,95.461,N,LG101-10.fna,136
LG101-27+41,83.3045,93.901,N,LG101-27.fna,40
OF05-2BH+41,81.3625,92.668,N,OF05-2BH.fna,4
OM02-12+41,97.2522,98.261,N,OM02-12.fna,41
OM02-16+41,81.5688,95.528,N,OM02-16.fna,136
OM02-2LB+41,83.4288,92.344,N,OM02-2LB.fna,225
OM03-2+41,98.1543,98.37,N,OM03-2.fna,41
OM04-4AA+41,81.2355,92.246,N,OM04-4AA.fna,4
OM07-11+41,81.7435,93.623,N,OM07-11.fna,43
OM07-5+41,82.7001,94.776,N,OM07-5.fna,272
OM07-7+41,80.3717,92.681,N,OM07-7.fna,4
OM08-13AT+41,81.1597,92.668,N,OM08-13AT.fna,4
TF06-38A+41,82.4316,93.768,N,TF06-38A.fna,40
TF08-4+41,81.1309,92.733,N,TF08-4.fna,4
TF09-3+41,96.9675,97.962,N,TF09-3.fna,41
TF10-12AC+41,81.1094,92.668,N,TF10-12AC.fna,4
TF10-6+41,80.7228,92.544,N,TF10-6.fna,4
TF11-11+41,97.1772,98.302,N,TF11-11.fna,41
TF11-7+41,80.3203,92.298,N,TF11-7.fna,368
TF12-1+41,98.3203,98.302,N,TF12-1.fna,41
TM05-5+41,98.4927,98.302,N,TM05-5.fna,41
TM07-19+41,81.4001,94.122,N,TM07-19.fna,40
TM09-16AC+41,97.1657,98.234,N,TM09-16AC.fna,41
TM09-19AC+41,97.2367,98.302,N,TM09-19AC.fna,41
BF3HA28004B+41,80.9107,92.61,N,BF3HA28004B.fna,40
PF3HA28002B+41,81.0075,93.763,N,PF3HA28002B.fna,40
TM13-2A+41,82.9758,92.944,N,TM13-2A.fna,368
11861_6_59+41,80.7582,92.62,N,11861_6_59.fna,4
12718_7_82+41,80.4635,94.865,N,12718_7_82.fna,22
13414_6_1+41,82.0795,93.572,N,13414_6_1.fna,29
13470_2_57+41,83.965,93.712,N,13470_2_57.fna,40
13470_2_87+41,97.7016,98.305,N,13470_2_87.fna,41
13470_2_90+41,81.3782,94.089,N,13470_2_90.fna,43
13470_2_91+41,79.1877,93.708,N,13470_2_91.fna,29
18048_1_60+41,82.242,92.706,N,18048_1_60.fna,4
18048_1_65+41,83.7291,91.882,N,18048_1_65.fna,40
18048_1_86+41,81.7792,95.473,N,18048_1_86.fna,22
18048_1_92+41,97.841,98.256,N,18048_1_92.fna,41
18048_2_60+41,82.2884,92.688,N,18048_2_60.fna,4
18048_2_65+41,83.677,93.712,N,18048_2_65.fna,40
18048_2_86+41,81.8213,95.541,N,18048_2_86.fna,22
18048_2_92+41,97.9268,98.169,N,18048_2_92.fna,41
20287_6_15+41,97.852,98.102,N,20287_6_15.fna,41
20287_6_20+41,97.8682,97.994,N,20287_6_20.fna,41
20287_6_33+41,82.5613,94.074,N,20287_6_33.fna,43
20287_6_43+41,81.8242,94.865,N,20287_6_43.fna,22
20287_6_77+41,82.1357,94.821,N,20287_6_77.fna,22
20287_6_84+41,98.5569,97.862,N,20287_6_84.fna,41
21673_4_30+41,81.0615,93.572,N,21673_4_30.fna,29
21673_4_40+41,82.0929,95.076,N,21673_4_40.fna,22
21673_4_87+41,98.5324,98.305,N,21673_4_87.fna,41
GCA_000154065+41,80.4567,95.473,N,GCA_000154065.fna,22
GCA_000155875+41,84.3645,93.644,N,GCA_000155875.fna,40
GCA_000169235+41,100,98.373,N,GCA_000169235.fna,41
GCA_000225745+41,97.0128,98.237,N,GCA_000225745.fna,41
GCA_001312505+41,83.365,91.505,N,GCA_001312505.fna,4
GCA_001404595+41,82.4586,93.644,N,GCA_001404595.fna,40
GCA_001404635+41,81.5705,95.273,N,GCA_001404635.fna,22
GCA_001404815+41,83.2796,94.444,N,GCA_001404815.fna,40
GCA_001404875+41,81.17,95.63,N,GCA_001404875.fna,136
GCA_001405135+41,81.6006,95.297,N,GCA_001405135.fna,22
GCA_001405795+41,81.7816,93.644,N,GCA_001405795.fna,40
GCA_001405975+41,80.7936,95.297,N,GCA_001405975.fna,22
GCA_001406395+41,81.2435,93.644,N,GCA_001406395.fna,40
GCA_003574295+41,82.3783,92.568,N,GCA_003574295.fna,225
GCA_004167275+41,81.84,95.297,N,GCA_004167275.fna,22
GCA_004299205+41,81.933,91.627,N,GCA_004299205.fna,43
GCA_005844655+41,81.23,95.676,N,GCA_005844655.fna,136
GCA_006148965+41,80.4766,94.797,N,GCA_006148965.fna,22
GCA_009718305+41,81.5078,92.563,N,GCA_009718305.fna,4
GCA_009875615+41,82.1895,95.608,N,GCA_009875615.fna,136
GCA_009875635+41,80.0709,94.865,N,GCA_009875635.fna,22
GCA_009875675+41,82.0343,94.865,N,GCA_009875675.fna,22
GCA_009875695+41,82.1269,94.865,N,GCA_009875695.fna,22
GCA_009875705+41,82.1643,94.865,N,GCA_009875705.fna,22
GCA_009875715+41,82.1083,94.865,N,GCA_009875715.fna,22
GCA_009875725+41,81.9608,94.737,N,GCA_009875725.fna,22
GCA_009875775+41,81.9744,94.865,N,GCA_009875775.fna,22
GCA_012843825+41,97.9926,97.994,N,GCA_012843825.fna,41
GCA_013299545+41,83.1273,93.509,N,GCA_013299545.fna,40
GCA_013299665+41,82.7671,93.577,N,GCA_013299665.fna,40
GCA_013299685+41,82.765,93.577,N,GCA_013299685.fna,40
GCA_013299745+41,82.8578,93.577,N,GCA_013299745.fna,40
GCA_013299755+41,84.3063,93.644,N,GCA_013299755.fna,40
GCA_013299835+41,80.3482,94.932,N,GCA_013299835.fna,22
GCA_013299905+41,80.4698,94.932,N,GCA_013299905.fna,22
GCA_013299925+41,82.5455,93.858,N,GCA_013299925.fna,40
GCA_013300055+41,81.84,95.273,N,GCA_013300055.fna,22
GCA_013300085+41,81.8766,95.273,N,GCA_013300085.fna,22
GCA_013300095+41,80.9716,94.365,N,GCA_013300095.fna,40
GCA_013300125+41,81.8958,95.273,N,GCA_013300125.fna,22
GCA_013300185+41,81.7484,95.541,N,GCA_013300185.fna,136
GCA_013300245+41,81.7789,95.273,N,GCA_013300245.fna,22
GCA_013300315+41,82.7279,94.229,N,GCA_013300315.fna,40
GCA_013300365+41,82.4777,95.749,N,GCA_013300365.fna,22
GCA_013300385+41,82.3825,95.749,N,GCA_013300385.fna,22
GCA_013300405+41,81.608,95.273,N,GCA_013300405.fna,22
GCA_013300465+41,80.4014,93.788,N,GCA_013300465.fna,40
GCA_013300535+41,97.9622,98.373,N,GCA_013300535.fna,41
GCA_013300605+41,82.8314,93.577,N,GCA_013300605.fna,40
GCA_013300635+41,82.8923,93.509,N,GCA_013300635.fna,40
GCA_013300695+41,82.5006,94.865,N,GCA_013300695.fna,22
GCA_013300725+41,80.6417,93.234,N,GCA_013300725.fna,257
GCA_013300745+41,84.2304,93.644,N,GCA_013300745.fna,40
GCA_013300805+41,82.1532,93.858,N,GCA_013300805.fna,40
GCA_013301235+41,80.1989,94.725,N,GCA_013301235.fna,22
GCA_013301265+41,80.4052,95.104,N,GCA_013301265.fna,22
GCA_013301275+41,80.6297,94.754,N,GCA_013301275.fna,22
GCA_013301305+41,81.1494,94.985,N,GCA_013301305.fna,22
GCA_013301315+41,80.5308,95.405,N,GCA_013301315.fna,22
GCA_013301325+41,80.4651,95.391,N,GCA_013301325.fna,22
GCA_013301365+41,97.3723,98.102,N,GCA_013301365.fna,41
GCA_013301385+41,98.3622,98.803,N,GCA_013301385.fna,41
GCA_013301415+41,98.4469,98.441,N,GCA_013301415.fna,41
GCA_013301465+41,84.3003,94.329,N,GCA_013301465.fna,40
GCA_013301475+41,84.1817,93.402,N,GCA_013301475.fna,40
GCA_013301505+41,80.5861,94.798,N,GCA_013301505.fna,40
GCA_013301515+41,84.2475,93.402,N,GCA_013301515.fna,40
GCA_013301525+41,84.2464,94.351,N,GCA_013301525.fna,40
GCA_013301545+41,80.7155,93.847,N,GCA_013301545.fna,40
GCA_013301565+41,81.0272,94.294,N,GCA_013301565.fna,40
GCA_013301605+41,82.6969,94.345,N,GCA_013301605.fna,40
GCA_013304595+41,97.5832,97.996,N,GCA_013304595.fna,41
GCA_013304605+41,79.4892,95.025,N,GCA_013304605.fna,262
GCA_013361125+41,82.8501,93.374,N,GCA_013361125.fna,40
GCA_013371765+41,79.5413,94.925,N,GCA_013371765.fna,262
GCA_014287705+41,81.4469,94.723,N,GCA_014287705.fna,272
GCA_015547305+41,81.3021,94.365,N,GCA_015547305.fna,40
GCA_015548425+41,80.9644,93.712,N,GCA_015548425.fna,40
GCA_015548735+41,81.2904,93.78,N,GCA_015548735.fna,40
GCA_015548925+41,82.5966,95.29,N,GCA_015548925.fna,136
GCA_015550485+41,82.8534,93.847,N,GCA_015550485.fna,40
GCA_015552445+41,83.0271,94.269,N,GCA_015552445.fna,40
GCA_015552615+41,82.0489,93.847,N,GCA_015552615.fna,40
GCA_015552885+41,81.0061,95.297,N,GCA_015552885.fna,22
GCA_015553305+41,80.8151,94.865,N,GCA_015553305.fna,22
GCA_015553595+41,82.1156,93.78,N,GCA_015553595.fna,40
GCA_015554275+41,82.6835,93.712,N,GCA_015554275.fna,40
GCA_015554465+41,83.9773,93.708,N,GCA_015554465.fna,40
GCA_015555015+41,82.0401,94.932,N,GCA_015555015.fna,22
GCA_015556105+41,82.0745,93.775,N,GCA_015556105.fna,40
GCA_015556185+41,82.897,93.712,N,GCA_015556185.fna,40
GCA_015556385+41,80.8882,95.297,N,GCA_015556385.fna,22
GCA_015558505+41,83.1901,93.644,N,GCA_015558505.fna,40
GCA_015558615+41,80.6099,95.297,N,GCA_015558615.fna,22
GCA_015560155+41,83.9186,93.712,N,GCA_015560155.fna,40
GCA_015667315+41,83.5461,95.29,N,GCA_015667315.fna,136
GCA_015668255+41,82.6836,92.688,N,GCA_015668255.fna,4
GCA_015669775+41,81.221,92.688,N,GCA_015669775.fna,4
GCA_015670935+41,81.992,92.688,N,GCA_015670935.fna,4
GCA_016904155+41,85.1553,93.644,N,GCA_016904155.fna,40
GCA_900240315+41,79.0052,94.794,N,GCA_900240315.fna,262
GCA_900290215+41,96.7839,98.238,N,GCA_900290215.fna,41
GCA_902167735+41,82.074,95,N,GCA_902167735.fna,136
GCA_902167765+41,96.9422,97.9,N,GCA_902167765.fna,41
AF05-27+42,98.6146,99.697,A,AF05-27.fna,22
AF05-5+42,98.6211,99.697,A,AF05-5.fna,22
HF3HA17001+42,90.7983,99.545,ANIl,HF3HA17001.fna,136
GF3HA05001B+42,82.1611,94.63,N,GF3HA05001B.fna,40
AF12-11+42,81.6835,96.669,N,AF12-11.fna,41
AF12-5+42,79.7,94.011,N,AF12-5.fna,4
AF14-10+42,81.3382,93.93,N,AF14-10.fna,225
AF16-31+42,80.8414,94.478,N,AF16-31.fna,40
AF17-8AC+42,90.7088,99.691,ANIl,AF17-8AC.fna,136
AF18-12LB+42,80.5573,94.629,N,AF18-12LB.fna,40
AF19-13+42,81.3913,96.669,N,AF19-13.fna,41
AF19-4AC+42,80.6903,96.745,N,AF19-4AC.fna,41
AF19-4LB+42,80.4725,93.935,N,AF19-4LB.fna,4
AF21-25+42,79.986,96.669,N,AF21-25.fna,41
AF24-16+42,80.6035,94.737,N,AF24-16.fna,4
AF24-4LB+42,78.2506,94.175,N,AF24-4LB.fna,351
AF24-7LB+42,80.2908,97.043,N,AF24-7LB.fna,272
AF25-11+42,80.3892,96.669,N,AF25-11.fna,41
AF25-13+42,80.3903,94.011,N,AF25-13.fna,4
AF25-17+42,79.5959,93.831,N,AF25-17.fna,4
AF25-3LB+42,79.679,93.831,N,AF25-3LB.fna,4
AF27-11AA+42,80.3708,94.011,N,AF27-11AA.fna,4
AF27-12AA+42,79.8925,94.011,N,AF27-12AA.fna,4
AF27-3+42,80.4655,94.011,N,AF27-3.fna,4
AF31-13BH+42,79.9404,96.669,N,AF31-13BH.fna,41
AF31-14BH+42,80.407,94.011,N,AF31-14BH.fna,4
AF32-2AC+42,80.679,94.011,N,AF32-2AC.fna,4
AF33-12+42,79.8749,95.419,N,AF33-12.fna,102
AF36-15AT+42,79.5483,94.992,N,AF36-15AT.fna,29
AF36-1BH+42,80.1203,96.669,N,AF36-1BH.fna,41
AF42-21+42,80.9015,96.891,N,AF42-21.fna,41
AF51-11b1+42,80.9817,94.629,N,AF51-11b1.fna,40
AF55-34+42,78.5023,94.1,N,AF55-34.fna,351
AF55-34A+42,78.5037,94.1,N,AF55-34A.fna,351
AF98-49+42,90.8337,99.772,ANIl,AF98-49.fna,136
AF99-31+42,81.2969,96.669,N,AF99-31.fna,41
AF99-45+42,81.2096,94.554,N,AF99-45.fna,40
AM09-18-1+42,80.7321,94.011,N,AM09-18-1.fna,4
AM09-20-2+42,80.0777,95.448,N,AM09-20-2.fna,368
AM100_B21A+42,90.8709,99.593,ANIl,AM100_B21A.fna,136
AM100-PB-1D-34A+42,79.9979,97.043,N,AM100-PB-1D-34A.fna,272
AM10-31+42,80.9009,97.043,N,AM10-31.fna,272
SF3HA21011B+42,79.9045,93.935,N,SF3HA21011B.fna,4
AM11-12B+42,98.5978,99.697,A,AM11-12B.fna,22
AM11-30B+42,80.2737,94.554,N,AM11-30B.fna,40
AM13-35+42,80.8169,97.043,N,AM13-35.fna,272
AM16-34+42,81.7415,94.011,N,AM16-34.fna,4
AM18-3AC+42,81.2197,95.251,N,AM18-3AC.fna,29
AM22-12LB+42,79.6932,94.554,N,AM22-12LB.fna,40
AM22-13AC+42,98.4351,99.697,A,AM22-13AC.fna,22
AM22-14LB+42,80.4681,94.011,N,AM22-14LB.fna,4
AM22-15LB+42,98.3905,99.697,A,AM22-15LB.fna,22
AM22-22+42,90.3009,99.697,ANIl,AM22-22.fna,136
AM23-13+42,90.4905,99.697,ANIl,AM23-13.fna,136
AM23-3+42,81.3568,94.554,N,AM23-3.fna,40
AM23-7AC+42,80.8553,96.669,N,AM23-7AC.fna,41
AM25-13AC+42,79.0698,95.271,N,AM25-13AC.fna,368
AM25-1LB+42,79.1254,95.448,N,AM25-1LB.fna,368
AM25-24+42,78.7522,95.329,N,AM25-24.fna,368
AM27-11LB+42,80.4314,94.011,N,AM27-11LB.fna,4
AM27-27+42,80.1615,94.011,N,AM27-27.fna,4
AM27-9LB+42,80.1754,94.011,N,AM27-9LB.fna,4
AM29-1+42,80.4066,93.935,N,AM29-1.fna,4
AM29-10LB+42,80.6589,93.935,N,AM29-10LB.fna,4
AM29-11+42,80.6851,96.593,N,AM29-11.fna,41
AM29-19LB+42,80.5396,93.935,N,AM29-19LB.fna,4
AM29-1LB+42,80.5055,93.729,N,AM29-1LB.fna,4
AM29-5AC+42,80.4384,94.011,N,AM29-5AC.fna,4
AM33-14+42,79.7936,94.011,N,AM33-14.fna,4
AM35-12+42,81.4487,96.669,N,AM35-12.fna,41
AM37-11+42,80.2852,96.569,N,AM37-11.fna,41
AM37-5+42,80.1624,96.596,N,AM37-5.fna,41
AM40-15AC+42,79.9799,96.669,N,AM40-15AC.fna,41
AM41-2AC+42,80.516,94.011,N,AM41-2AC.fna,4
AM41-5BH+42,81.2911,96.108,N,AM41-5BH.fna,43
AM42-8+42,81.2957,96.669,N,AM42-8.fna,41
AM43-11BH+42,81.6063,96.206,N,AM43-11BH.fna,43
AM44-6+42,80.1718,93.935,N,AM44-6.fna,4
AM46-16+42,79.653,96.672,N,AM46-16.fna,41
AM49-10BH+42,80.3128,94.011,N,AM49-10BH.fna,4
AM49-8+42,80.3076,94.011,N,AM49-8.fna,4
AM57-5+42,79.5486,93.935,N,AM57-5.fna,4
AM58-8+42,80.229,94.992,N,AM58-8.fna,29
AM62-08pH9A+42,81.6893,95.979,N,AM62-08pH9A.fna,43
AM65-8A+42,79.4095,95.068,N,AM65-8A.fna,29
AM73-11pH9A+42,79.1846,95.458,N,AM73-11pH9A.fna,377
AM90-07GAA+42,81.7075,96.131,N,AM90-07GAA.fna,43
AM97-35+42,80.0126,94.903,N,AM97-35.fna,40
LG101-08+42,81.4482,95.903,N,LG101-08.fna,43
LG101-10+42,90.5102,99.772,ANIl,LG101-10.fna,136
LG101-27+42,81.5695,94.522,N,LG101-27.fna,40
OF05-2BH+42,80.4648,94.011,N,OF05-2BH.fna,4
OF25-8pH10A+42,78.4237,94.175,N,OF25-8pH10A.fna,351
OM02-12+42,81.1544,96.672,N,OM02-12.fna,41
OM02-16+42,90.9634,99.697,ANIl,OM02-16.fna,136
OM02-2LB+42,81.406,93.854,N,OM02-2LB.fna,225
OM03-2+42,81.304,96.669,N,OM03-2.fna,41
OM04-4AA+42,80.0037,94.713,N,OM04-4AA.fna,4
OM07-11+42,80.8521,96.206,N,OM07-11.fna,43
OM07-5+42,81.4557,97.045,N,OM07-5.fna,272
OM07-7+42,81.3043,94.011,N,OM07-7.fna,4
OM08-13AT+42,80.5275,94.011,N,OM08-13AT.fna,4
TF06-38A+42,80.0657,94.629,N,TF06-38A.fna,40
TF08-4+42,80.2623,94.011,N,TF08-4.fna,4
TF09-3+42,80.9024,96.515,N,TF09-3.fna,41
TF10-12AC+42,80.5327,94.011,N,TF10-12AC.fna,4
TF10-6+42,80.2094,94.011,N,TF10-6.fna,4
TF11-11+42,80.7371,96.669,N,TF11-11.fna,41
TF11-7+42,79.3216,94.258,N,TF11-7.fna,368
TF12-1+42,80.7696,96.669,N,TF12-1.fna,41
TM05-5+42,80.2031,96.672,N,TM05-5.fna,41
TM07-19+42,80.7068,94.462,N,TM07-19.fna,40
TM09-16AC+42,80.2547,96.596,N,TM09-16AC.fna,41
TM09-19AC+42,80.1963,96.593,N,TM09-19AC.fna,41
BF3HA28004B+42,80.4205,94.478,N,BF3HA28004B.fna,40
PF3HA28002B+42,80.7455,94.478,N,PF3HA28002B.fna,40
TM13-2A+42,81.4434,95.448,N,TM13-2A.fna,368
11861_6_59+42,80.5444,93.935,N,11861_6_59.fna,4
12718_7_82+42,99.974,99.772,A,12718_7_82.fna,22
13414_6_1+42,81.0441,94.841,N,13414_6_1.fna,29
13470_2_57+42,82.9403,94.629,N,13470_2_57.fna,40
13470_2_87+42,80.2687,96.596,N,13470_2_87.fna,41
13470_2_90+42,81.8566,96.141,N,13470_2_90.fna,43
13470_2_91+42,78.5368,94.992,N,13470_2_91.fna,29
18048_1_60+42,80.0322,94.011,N,18048_1_60.fna,4
18048_1_65+42,82.6221,94.695,N,18048_1_65.fna,40
18048_1_86+42,98.5792,99.772,A,18048_1_86.fna,22
18048_1_92+42,80.841,96.672,N,18048_1_92.fna,41
18048_2_60+42,80.0372,94.011,N,18048_2_60.fna,4
18048_2_65+42,82.6327,94.629,N,18048_2_65.fna,40
18048_2_86+42,98.6104,99.772,A,18048_2_86.fna,22
18048_2_92+42,81.041,96.672,N,18048_2_92.fna,41
20287_6_15+42,81.1308,96.518,N,20287_6_15.fna,41
20287_6_20+42,81.1341,96.689,N,20287_6_20.fna,41
20287_6_43+42,98.5706,99.393,A,20287_6_43.fna,22
20287_6_77+42,98.5244,99.799,A,20287_6_77.fna,22
20287_6_84+42,81.7788,95.846,N,20287_6_84.fna,41
21673_4_30+42,80.4143,95.068,N,21673_4_30.fna,29
21673_4_40+42,98.5106,99.165,A,21673_4_40.fna,22
21673_4_87+42,81.6621,96.518,N,21673_4_87.fna,41
GCA_000154065+42,100,99.772,A,GCA_000154065.fna,22
GCA_000155875+42,79.9083,94.478,N,GCA_000155875.fna,40
GCA_000169235+42,80.5205,96.518,N,GCA_000169235.fna,41
GCA_000218425+42,78.4346,94.255,N,GCA_000218425.fna,101
GCA_000225745+42,80.8839,96.669,N,GCA_000225745.fna,41
GCA_001312505+42,81.581,92.601,N,GCA_001312505.fna,4
GCA_001404595+42,81.1215,94.629,N,GCA_001404595.fna,40
GCA_001404635+42,98.5442,99.772,A,GCA_001404635.fna,22
GCA_001404815+42,81.6227,94.562,N,GCA_001404815.fna,40
GCA_001404875+42,91.1683,99.827,ANIl,GCA_001404875.fna,136
GCA_001405135+42,98.6967,99.772,A,GCA_001405135.fna,22
GCA_001405795+42,80.5332,94.629,N,GCA_001405795.fna,40
GCA_001405975+42,98.5162,99.697,A,GCA_001405975.fna,22
GCA_001406395+42,80.2285,94.629,N,GCA_001406395.fna,40
GCA_003574295+42,80.844,93.854,N,GCA_003574295.fna,225
GCA_003584665+42,80.7301,93.854,N,GCA_003584665.fna,225
GCA_004167275+42,98.4686,99.772,A,GCA_004167275.fna,22
GCA_004299205+42,80.8758,95.533,N,GCA_004299205.fna,43
GCA_005844655+42,90.4233,99.545,ANIl,GCA_005844655.fna,136
GCA_006148965+42,98.4361,99.697,A,GCA_006148965.fna,22
GCA_009718305+42,79.9418,94.011,N,GCA_009718305.fna,4
GCA_009875615+42,91.1058,99.545,ANIl,GCA_009875615.fna,136
GCA_009875635+42,98.598,99.697,A,GCA_009875635.fna,22
GCA_009875675+42,98.4637,99.772,A,GCA_009875675.fna,22
GCA_009875695+42,98.4878,99.697,A,GCA_009875695.fna,22
GCA_009875705+42,98.4342,99.772,A,GCA_009875705.fna,22
GCA_009875715+42,98.4525,99.697,A,GCA_009875715.fna,22
GCA_009875725+42,98.4969,99.772,A,GCA_009875725.fna,22
GCA_009875775+42,98.4802,99.772,A,GCA_009875775.fna,22
GCA_012843825+42,79.9914,96.575,N,GCA_012843825.fna,41
GCA_013299545+42,80.7896,94.478,N,GCA_013299545.fna,40
GCA_013299665+42,80.8318,94.402,N,GCA_013299665.fna,40
GCA_013299685+42,80.7098,94.402,N,GCA_013299685.fna,40
GCA_013299745+42,80.8166,94.402,N,GCA_013299745.fna,40
GCA_013299755+42,80.8699,94.629,N,GCA_013299755.fna,40
GCA_013299835+42,98.5295,99.772,A,GCA_013299835.fna,22
GCA_013299905+42,98.5766,99.772,A,GCA_013299905.fna,22
GCA_013299925+42,81.9933,94.551,N,GCA_013299925.fna,40
GCA_013300055+42,98.6379,99.697,A,GCA_013300055.fna,22
GCA_013300085+42,98.6087,99.697,A,GCA_013300085.fna,22
GCA_013300095+42,80.7467,94.63,N,GCA_013300095.fna,40
GCA_013300125+42,98.6348,99.697,A,GCA_013300125.fna,22
GCA_013300185+42,90.9674,99.697,ANIl,GCA_013300185.fna,136
GCA_013300245+42,98.6501,99.697,A,GCA_013300245.fna,22
GCA_013300315+42,80.8608,94.243,N,GCA_013300315.fna,40
GCA_013300365+42,98.5802,99.652,A,GCA_013300365.fna,22
GCA_013300385+42,98.5627,99.652,A,GCA_013300385.fna,22
GCA_013300405+42,98.6108,99.697,A,GCA_013300405.fna,22
