genome,species,sample,group,abundance,rank
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYYF,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYYH,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYYP,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYYR_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYYV_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYZL,control,7.63E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CYZR,control,0.000149664,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ16,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ18,control,0.000156083,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ1C,control,5.37E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ1E,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ1G,control,6.69E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ24,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ26,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ28,control,1.81E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2A,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2E,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2H,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2J_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7CZ2L_P,control,4.05E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4G8,control,7.60E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HA,control,0.000118473,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HE,control,3.71E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HG,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HI,control,7.08E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HK,control,4.01E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HW,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4HY,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4I7,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4I9,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4IU,control,9.09E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4IW,control,6.42E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4KG,control,0.000115744,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4KI,control,7.81E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4KM,control,0.000217225,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4KO,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4LF,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4O1,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4O5,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4O7,control,9.49E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4QZ,control,0.000359952,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM7J4RE,control,3.72E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33J1_P,control,5.20E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33J7,control,0.000137537,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33J9,control,0.000480577,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33NY,control,0.000177731,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33QM,control,0.000210415,29
GCA_013301565,Bariatricus comes GCA_013301565,HSMA33SE,control,0.000304608,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2HN,control,1.40E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2JF_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2JH_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2JT,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2K4,control,5.78E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2K8,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2KA,control,0.000126544,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2LW,control,9.87E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2LY,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2M3_P,control,2.05E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2PO,control,0.000296126,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2PQ_P,control,9.05E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2PW,control,0.000101659,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2QJ,control,0.000157834,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2QL,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2RK,control,5.56E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2RM,control,2.25E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2RQ,control,8.07E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2RU,control,0.000120997,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM6J2SI,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H52_P,control,6.67E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H58,control,0.000677182,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H5A,control,0.000491713,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H5M,control,6.87E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H5S,control,2.11E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H5U,control,9.15E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6D,control,7.02E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6H,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6J,control,0.000168647,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6L,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6N,control,6.21E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H6Y,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H7W,control,0.000112916,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H85,control,0.000243709,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H89,control,0.000440548,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H8B,control,0.000191916,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H8F,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H8H,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H8J_P,control,1.51E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H8N,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H94_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79H9C,control,0.000573605,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HA1,control,4.05E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HA7,control,7.41E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HBL,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HCG,control,0.000112686,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HCK,control,9.57E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HCN_P,control,1.38E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HES,control,5.76E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HEW,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM79HFW,control,5.56E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZF7,control,0.000108481,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZFH,control,0.000540267,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZFJ_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZFN,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZFT,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZGS,control,0.000428045,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZGU,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZGW,control,0.000372382,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZGY,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZH7,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZHL,control,0.000400715,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZHP,control,0.000126611,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZHR,control,0.000104618,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZHZ,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZL7,control,6.02E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLD,control,6.01E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLF,control,9.47E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZLH,control,5.09E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZMA_TR,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZMC,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZME,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZMS,control,1.95E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZMW,control,3.27E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZNH_TR,control,0.000444527,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZOI,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZOM,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZOO,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSM9VZPT,control,0.000549288,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BB,control,5.39E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BD,control,5.90E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BF,control,5.67E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BH,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BJ,control,9.33E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BL,control,1.87E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BN,control,0.000122793,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BT,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26BV,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26DG,control,0.000114186,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMA26DK,control,5.36E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC5H,control,3.48E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC6M,control,9.65E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC6O,control,6.13E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMAPC7P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMB4LXS,control,0.001109219,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMB4LZV,control,0.000370997,29
GCA_013301565,Bariatricus comes GCA_013301565,MSMB4LZZ,control,6.14E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBTR,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBTT,control,8.22E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBTX,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBTZ_P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBU2,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBW1_P,control,1.06E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM6XBW3,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J156,control,0.000344242,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J15K,control,0.000370873,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J15M,control,0.000614923,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J15U,control,0.000347122,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J16U,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J16W,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J173,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J19R,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J19T,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J19X_P,control,1.61E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J19Z,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1A4,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1A8,control,0.000259089,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1DF,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSM7J1DL,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA265D,control,0.00047123,29
GCA_013301565,Bariatricus comes GCA_013301565,PSMA265J_TR,control,0.000293115,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6UG73,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6X9W7,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6XSKY,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6Y2UU,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6Y87K,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZEUL,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZEUX,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZJI3,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZKRY,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZT2P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-6ZUH3,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-71ZVB,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-72ZHH,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7ED9S,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7I1FP,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7IWEQ,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7IWFB,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-7M8RE,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A1C88,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A2HYL,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A373Q,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A3J7G,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A47RR,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A4UVS,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A5A1P,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A8GSK,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A8GSW,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A8MJR,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-A9F52,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AAHYG,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AF6MH,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AI38I,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-AKTYG,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,SM-ARGG8,control,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5FZ4A_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5FZ4E_P,UC,9.17E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5FZ4G_P,UC,4.41E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5FZ4K_P,UC,2.92E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCTZ_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCU8_P,UC,7.98E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUA_P,UC,2.79E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUC_P,UC,3.34E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUE_P,UC,3.69E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUG_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUK_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUQ_P,UC,1.02E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUS_P,UC,1.92E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUW_P,UC,8.00E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCUY_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCWM_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCXB_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCYI_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCYM_P,UC,1.16E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCYO_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCYQ_P,UC,8.22E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM5MCYU_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67U9H_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67U9N,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67U9P_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67U9R_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67U9T_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UAO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UAQ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UAS,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UBX,UC,8.49E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UDR_TR,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UE3,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UEM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UEP_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UET_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UEW_P,UC,2.96E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UEW_TR,UC,0.000125286,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UF1,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UF1_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UFV,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM67UG8,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGD_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGF_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGH_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGJ_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGL_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HGN_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HIF,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HIH,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HIJ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HIL,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HLA_TR,UC,3.47E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HLI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HLK,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HLM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HM1,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HM5_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HM7,UC,3.79E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HM9_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HMN,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HMP,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HNE,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HNG_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HNI,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HNK,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HNM,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HPM_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HPO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HPQ_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HPU,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HQR_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM79HQT_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOJQ,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOJS,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOJU,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOJW,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOJY,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOK1,UC,1.79E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOLY,UC,5.11E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOMR_P,UC,9.68E-06,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOMV_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KONS_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KONW_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOP6,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOP8,UC,7.15E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOPE,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOPG,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOPK,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOPM,UC,4.21E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOPO,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOQ5_P,UC,7.97E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KORS,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOS7,UC,0.000304567,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOSH,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOU7_P,UC,1.67E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOUB,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOUJ_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM7KOUN,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X1XU,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X1Y5,UC,0.000111906,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X1ZO,UC,4.75E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X1ZQ,UC,1.93E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X1ZY,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X211,UC,0.000149952,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X213,UC,6.94E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X215,UC,3.82E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X219,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X21L,UC,2.68E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X21N,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X22G,UC,2.35E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X22I,UC,5.23E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X23H,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,CSM9X23N,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5GEZ4_P,UC,2.25E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5GEZ6_P,UC,3.64E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5GEZA_P,UC,2.15E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEA7_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEA9_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEAB_P,UC,3.13E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEC3,UC,8.64E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEC5,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEC7_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEC9,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEDU,UC,0.000160035,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM5MEEJ_P,UC,4.19E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,ESM718SY,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM5MD43_P,UC,3.56E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM5MD44_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM5MD47_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM5MD87_P,UC,4.09E-05,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRQE_P,UC,0,29
GCA_013301565,Bariatricus comes GCA_013301565,HSM6XRRD,UC,0,29
